job_id,resource_id,score
22,526,0.2702558
22,318,0.3963103
22,348,0.3331363
22,80,0.38621014
22,856,0.38384992
22,680,0.23674262
22,729,0.30260807
22,195,0.3674516
22,900,0.3645612
22,774,0.32494235
22,938,0.19768673
22,638,0.30937728
22,650,0.17224038
22,749,0.21506515
22,140,0.1682773
22,579,0.49030983
22,236,0.1817865
22,793,0.40111876
22,626,0.32299328
22,785,0.36529493
22,6,0.27707523
22,340,0.40143695
22,492,0.34963927
22,802,0.48874176
22,847,0.27619326
22,443,0.40872973
22,890,0.2762305
22,630,0.48899528
22,563,0.28609893
22,586,0.44782418
22,698,0.43135613
22,786,0.5238891
22,820,0.50725687
22,309,0.44896305
22,691,0.27622044
22,772,0.29534006
22,849,0.58937377
22,776,0.44893414
22,671,0.22295554
22,342,0.43773586
22,504,0.58183694
22,391,0.3176657
22,92,0.19072594
22,581,0.36006823
22,49,0.16674325
22,557,0.52210903
22,162,0.23622023
22,848,0.42965215
22,288,0.16892652
22,778,0.45348006
22,902,0.3318181
22,963,0.47228095
22,642,0.47831625
22,193,0.3421482
22,354,0.50969005
22,423,0.25945792
22,940,0.45494726
22,89,0.33698806
22,894,0.087808125
22,606,0.23534366
22,395,0.16135028
22,674,0.28604305
22,53,0.38796115
22,668,0.14940819
22,822,0.31108686
22,450,0.3455892
851,175,0.33642298
851,1,0.36874115
851,95,0.43287522
851,400,0.54963624
851,379,0.52623487
851,156,0.23711315
851,436,0.51032454
851,624,0.5190232
851,621,0.37100297
851,460,0.48287642
851,886,0.42877775
851,108,0.23287037
851,591,0.27981994
851,298,0.36509854
851,459,0.50415385
851,739,0.36197925
851,704,0.2582962
851,647,0.43093127
851,855,0.40808398
851,143,0.5309552
851,178,0.43811935
851,819,0.31587943
851,571,0.56858706
851,352,0.22554824
851,857,0.4640828
851,330,0.656842
851,428,0.45309943
851,895,0.54898983
851,927,0.44737267
851,889,0.48531464
851,790,0.3685188
851,685,0.44482362
851,769,0.53244716
851,380,0.1851992
851,526,0.35102034
851,318,0.43478346
851,348,0.3523512
851,80,0.5957961
851,856,0.46612188
851,680,0.37931317
851,729,0.6066464
851,195,0.3576864
851,900,0.5071451
851,774,0.4675423
851,938,0.3802863
851,638,0.46245536
851,650,0.25597012
851,749,0.48399252
851,140,0.22734198
851,579,0.43415967
851,236,0.31862396
851,793,0.5252272
851,626,0.58261037
851,785,0.5668521
851,6,0.5453373
851,340,0.5571481
851,492,0.47793934
851,802,0.5596863
851,847,0.37560162
851,443,0.52668893
851,890,0.429537
851,630,0.6721205
851,563,0.46690845
851,586,0.3792222
851,698,0.57400113
851,786,0.56288886
851,820,0.3744131
851,309,0.44018167
851,691,0.2838771
851,772,0.2811586
851,849,0.38814783
851,776,0.40353468
851,671,0.3457963
851,342,0.38769385
851,504,0.46531588
851,391,0.36004817
851,92,0.24113527
851,581,0.53715193
851,49,0.3033666
851,557,0.55108327
851,162,0.22813118
851,848,0.37999514
851,288,0.31016093
851,778,0.4586574
851,902,0.32314125
851,963,0.5086345
851,642,0.53525317
851,193,0.4962188
851,354,0.46324962
851,423,0.35864305
851,940,0.60135174
851,89,0.37321612
851,894,0.23831394
851,606,0.45649016
851,395,0.3184842
851,674,0.30757982
851,53,0.5046762
851,668,0.44243687
851,822,0.567173
851,450,0.3201634
222,175,0.33979404
222,1,0.30852786
222,95,0.2304706
222,400,0.43998125
222,379,0.37032577
222,156,0.31087777
222,436,0.38212293
222,624,0.52869004
222,621,0.37803754
222,460,0.51401585
222,886,0.37136644
222,108,0.3098665
222,591,0.26866513
222,298,0.38459986
222,459,0.22371235
222,739,0.28288865
222,704,0.13748354
222,647,0.16515301
222,855,0.35769454
222,143,0.4166959
222,178,0.29354426
222,819,0.30365154
222,571,0.41892242
222,352,0.19234192
222,857,0.41857833
222,330,0.29979235
222,428,0.26120263
222,895,0.34524247
222,927,0.409909
222,889,0.38151437
222,790,0.44919947
222,685,0.50551975
222,769,0.45631272
222,380,0.3128884
222,526,0.30996224
222,318,0.45950207
222,348,0.34446743
222,80,0.44238418
222,856,0.36100984
222,680,0.21245955
222,729,0.32776538
222,195,0.22654007
222,900,0.33028096
222,774,0.2919417
222,938,0.33459428
222,638,0.46190912
222,650,0.21677719
222,749,0.2979458
222,140,0.18646401
222,579,0.45165223
222,236,0.32623184
222,793,0.35136008
222,626,0.4272938
222,785,0.3618045
222,6,0.3020567
222,340,0.35669208
222,492,0.3100118
222,802,0.38503468
222,847,0.22120377
222,443,0.3018348
222,890,0.35142756
222,630,0.43226784
222,563,0.53199387
222,586,0.2970797
222,698,0.32980296
222,786,0.46115717
222,820,0.39469534
222,309,0.35830706
222,691,0.32920966
222,772,0.2217761
222,849,0.32737184
222,776,0.41727346
222,671,0.28733546
222,342,0.3567574
222,504,0.3155857
222,391,0.3015219
222,92,0.21030957
222,581,0.35695547
222,49,0.16974369
222,557,0.4378407
222,162,0.2828998
222,848,0.27421254
222,288,0.21429738
222,778,0.5486112
222,902,0.4138444
222,963,0.36893904
222,642,0.3883259
222,193,0.43210116
222,354,0.42040908
222,423,0.30754492
222,940,0.37664708
222,89,0.32644793
222,894,0.027113996
222,606,0.31909907
222,395,0.22599706
222,674,0.21830976
222,53,0.3585892
222,668,0.3730616
222,822,0.3703171
222,450,0.22628227
315,175,0.402048
315,1,0.36823833
315,95,0.47159263
315,400,0.35198843
315,379,0.47608125
315,156,0.28897595
315,436,0.35599053
315,624,0.3416794
315,621,0.30738902
315,460,0.36544496
315,886,0.4849167
315,108,0.39891574
315,591,0.49738732
315,298,0.32156673
315,459,0.38960874
315,739,0.28744268
315,704,0.17457813
315,647,0.26481885
315,855,0.49267638
315,143,0.50329435
315,178,0.21164015
315,819,0.32288954
315,571,0.46140996
315,352,0.23330861
315,857,0.5124261
315,330,0.43206587
315,428,0.36468387
315,895,0.51212287
315,927,0.4103229
315,889,0.6503473
315,790,0.1948933
315,685,0.48297623
315,769,0.43283296
315,380,0.31616455
315,526,0.3612426
315,318,0.44599646
315,348,0.5246153
315,80,0.4207577
315,856,0.48137277
315,680,0.37266785
315,729,0.4167111
315,195,0.3573594
315,900,0.41033658
315,774,0.37618697
315,938,0.25430804
315,638,0.3720059
315,650,0.21711597
315,749,0.42492926
315,140,0.17639364
315,579,0.5519878
315,236,0.28030914
315,793,0.3615079
315,626,0.40951192
315,785,0.45277017
315,6,0.45737618
315,340,0.39265516
315,492,0.4418583
315,802,0.511466
315,847,0.4763992
315,443,0.367883
315,890,0.3559451
315,630,0.49662548
315,563,0.41898274
315,586,0.5278028
315,698,0.4909445
315,786,0.52388245
315,820,0.4280162
315,309,0.37491143
315,691,0.30617085
315,772,0.4023497
315,849,0.5286429
315,776,0.42795524
315,671,0.320349
315,342,0.41958392
315,504,0.5205205
315,391,0.29678714
315,92,0.26137367
315,581,0.463009
315,49,0.189796
315,557,0.46277454
315,162,0.37116224
315,848,0.33903897
315,288,0.22426008
315,778,0.39898822
315,902,0.38705248
315,963,0.47910258
315,642,0.47201875
315,193,0.32576838
315,354,0.56831264
315,423,0.33253074
315,940,0.529935
315,89,0.38131574
315,894,0.11556656
315,606,0.33657962
315,395,0.25720602
315,674,0.30242652
315,53,0.4180777
315,668,0.23571344
315,822,0.47625294
315,450,0.2697325
509,175,0.37749797
509,1,0.28353876
509,95,0.25053382
509,400,0.4313179
509,379,0.47690326
509,156,0.26902333
509,436,0.4220175
509,624,0.43947712
509,621,0.3229317
509,460,0.38598147
509,886,0.43553942
509,108,0.39640105
509,591,0.43281347
509,298,0.30296424
509,459,0.36096498
509,739,0.2971227
509,704,0.234799
509,647,0.23396169
509,855,0.4201989
509,143,0.355252
509,178,0.4132568
509,819,0.35553432
509,571,0.40337726
509,352,0.38592094
509,857,0.3814237
509,330,0.3553471
509,428,0.35483357
509,895,0.39663512
509,927,0.3509768
509,889,0.35714942
509,790,0.3994654
509,685,0.37773436
509,769,0.4034318
509,380,0.22892113
509,526,0.34895092
509,318,0.42782167
509,348,0.40903783
509,80,0.39621383
509,856,0.369277
509,680,0.29425883
509,729,0.35995144
509,195,0.36384863
509,900,0.46129203
509,774,0.41478506
509,938,0.3446109
509,638,0.36381364
509,650,0.3136661
509,749,0.26339155
509,140,0.14889339
509,579,0.40690565
509,236,0.435229
509,793,0.42710677
509,626,0.41452044
509,785,0.40420204
509,6,0.33158624
509,340,0.40037358
509,492,0.33608463
509,802,0.48327583
509,847,0.30236793
509,443,0.39011848
509,890,0.3304873
509,630,0.47746333
509,563,0.42756814
509,586,0.4216755
509,698,0.432608
509,786,0.56242573
509,820,0.4877514
509,309,0.4495871
509,691,0.2168166
509,772,0.19434409
509,849,0.4190786
509,776,0.43561742
509,671,0.27720284
509,342,0.35163265
509,504,0.43575376
509,391,0.35489562
509,92,0.34014314
509,581,0.42207783
509,49,0.28024736
509,557,0.49624982
509,162,0.32290846
509,848,0.376712
509,288,0.3616883
509,778,0.44762522
509,902,0.35867432
509,963,0.59412694
509,642,0.50292873
509,193,0.4136725
509,354,0.5636042
509,423,0.27999607
509,940,0.37250224
509,89,0.3632954
509,894,0.05720044
509,606,0.28222325
509,395,0.28348047
509,674,0.27404425
509,53,0.559082
509,668,0.2800622
509,822,0.33031034
509,450,0.3282093
855,175,0.13629925
855,1,0.3553833
855,95,0.14245987
855,400,0.31800103
855,379,0.31535417
855,156,0.15465795
855,436,0.256845
855,624,0.42194533
855,621,0.30623913
855,460,0.40848002
855,886,0.3121552
855,108,0.27620173
855,591,0.15171275
855,298,0.34417358
855,459,0.26527107
855,739,0.26240522
855,704,0.34198064
855,647,0.14886646
855,855,0.25513253
855,143,0.252425
855,178,0.32316372
855,819,0.39939123
855,571,0.33410168
855,352,0.20733152
855,857,0.33702773
855,330,0.20580646
855,428,0.2442812
855,895,0.28099257
855,927,0.27912045
855,889,0.27622676
855,790,0.20200278
855,685,0.31253052
855,769,0.27920485
855,380,0.32079592
855,526,0.28229862
855,318,0.43389875
855,348,0.14165922
855,80,0.35099405
855,856,0.37820178
855,680,0.252594
855,729,0.21262245
855,195,0.18146989
855,900,0.26314884
855,774,0.28282827
855,938,0.2954672
855,638,0.29354393
855,650,0.21190014
855,749,0.18414344
855,140,0.25908998
855,579,0.22071369
855,236,0.23930848
855,793,0.28705978
855,626,0.2668169
855,785,0.1857428
855,6,0.30419898
855,340,0.3003177
855,492,0.25161585
855,802,0.26575217
855,847,0.20765151
855,443,0.18878235
855,890,0.24629796
855,630,0.30626643
855,563,0.2992417
855,586,0.22899827
855,698,0.2471625
855,786,0.3414728
855,820,0.24460259
855,309,0.21740311
855,691,0.3603217
855,772,0.20776784
855,849,0.27892032
855,776,0.21883713
855,671,0.2286549
855,342,0.20736113
855,504,0.1988791
855,391,0.21473183
855,92,0.2727887
855,581,0.31219354
855,49,0.21629933
855,557,0.33420014
855,162,0.21530022
855,848,0.25792113
855,288,0.34829253
855,778,0.25600836
855,902,0.27412742
855,963,0.3305925
855,642,0.2727173
855,193,0.23795995
855,354,0.26915145
855,423,0.23635311
855,940,0.32594055
855,89,0.30803716
855,894,0.09831114
855,606,0.27079624
855,395,0.36099106
855,674,0.36087176
855,53,0.54864144
855,668,0.21026242
855,822,0.20059374
855,450,0.17974108
939,175,0.34890008
939,1,0.23208202
939,95,0.08072606
939,400,0.34202433
939,379,0.37443596
939,156,0.16193742
939,436,0.3230486
939,624,0.27642834
939,621,0.33516404
939,460,0.36763328
939,886,0.26346517
939,108,0.21550143
939,591,0.19885637
939,298,0.25802052
939,459,0.24976134
939,739,0.19360974
939,704,0.12056303
939,647,0.19471759
939,855,0.19555503
939,143,0.23389482
939,178,0.24459264
939,819,0.2906784
939,571,0.3646783
939,352,0.20104063
939,857,0.2965149
939,330,0.22147454
939,428,0.23528172
939,895,0.24447751
939,927,0.27960935
939,889,0.2398863
939,790,0.26529688
939,685,0.3836655
939,769,0.30786723
939,380,0.2727162
939,526,0.21737143
939,318,0.3078379
939,348,0.3282748
939,80,0.28216636
939,856,0.18411134
939,680,0.20812649
939,729,0.21451116
939,195,0.26085076
939,900,0.28475899
939,774,0.30835554
939,938,0.25997674
939,638,0.26650754
939,650,0.19611065
939,749,0.21766676
939,140,0.20113945
939,579,0.26495513
939,236,0.226315
939,793,0.19716123
939,626,0.30438069
939,785,0.22226864
939,6,0.25669956
939,340,0.2210469
939,492,0.2628342
939,802,0.18935804
939,847,0.14929543
939,443,0.11892861
939,890,0.21435167
939,630,0.2969644
939,563,0.43209732
939,586,0.11809857
939,698,0.24327624
939,786,0.31873655
939,820,0.21947111
939,309,0.16516367
939,691,0.3105557
939,772,0.1840787
939,849,0.18213145
939,776,0.2250873
939,671,0.19865605
939,342,0.21752214
939,504,0.15811428
939,391,0.26424247
939,92,0.2042183
939,581,0.30885756
939,49,0.114939034
939,557,0.30185157
939,162,0.3078465
939,848,0.15224138
939,288,0.17032734
939,778,0.32939494
939,902,0.24337243
939,963,0.2384882
939,642,0.29968983
939,193,0.24377699
939,354,0.24044618
939,423,0.2820636
939,940,0.18154564
939,89,0.26805168
939,894,0.071659
939,606,0.3093112
939,395,0.20789266
939,674,0.11370176
939,53,0.29884815
939,668,0.1898544
939,822,0.15019695
939,450,0.19481568
950,175,0.19536254
950,1,0.34216422
950,95,0.3212726
950,400,0.45281172
950,379,0.4656176
950,156,0.14798057
950,436,0.39449427
950,624,0.35462323
950,621,0.35359627
950,460,0.36188823
950,886,0.5650592
950,108,0.25247914
950,591,0.29251346
950,298,0.31009603
950,459,0.42163053
950,739,0.24865445
950,704,0.20170942
950,647,0.19292039
950,855,0.39464203
950,143,0.38261157
950,178,0.31222457
950,819,0.3998735
950,571,0.43348867
950,352,0.20148367
950,857,0.42326275
950,330,0.37917694
950,428,0.31888625
950,895,0.4528688
950,927,0.42580462
950,889,0.42273194
950,790,0.2773211
950,685,0.32787704
950,769,0.40590286
950,380,0.1846902
950,526,0.24542728
950,318,0.47342703
950,348,0.43023443
950,80,0.40660244
950,856,0.35686725
950,680,0.3394293
950,729,0.42583203
950,195,0.44394833
950,900,0.42683488
950,774,0.4591188
950,938,0.44916266
950,638,0.28957838
950,650,0.26618445
950,749,0.3126521
950,140,0.21548304
950,579,0.32064572
950,236,0.35273468
950,793,0.560728
950,626,0.3766752
950,785,0.5215652
950,6,0.38786405
950,340,0.4331618
950,492,0.401502
950,802,0.6235348
950,847,0.34592062
950,443,0.5062704
950,890,0.42676172
950,630,0.47885782
950,563,0.39025557
950,586,0.46271905
950,698,0.60540956
950,786,0.38949016
950,820,0.28713474
950,309,0.2891886
950,691,0.19239293
950,772,0.277896
950,849,0.2769994
950,776,0.2712621
950,671,0.23583253
950,342,0.37385136
950,504,0.40439963
950,391,0.36465353
950,92,0.21786311
950,581,0.48577052
950,49,0.33574677
950,557,0.5478264
950,162,0.33803767
950,848,0.40687317
950,288,0.28025705
950,778,0.24415778
950,902,0.2742745
950,963,0.52451915
950,642,0.52546036
950,193,0.41119826
950,354,0.57742095
950,423,0.32873502
950,940,0.48526976
950,89,0.3443694
950,894,0.09652509
950,606,0.3702302
950,395,0.3366521
950,674,0.30304882
950,53,0.46160704
950,668,0.2732586
950,822,0.38686258
950,450,0.3699382
534,175,0.2437611
534,1,0.21078765
534,95,0.19205949
534,400,0.23205203
534,379,0.32419235
534,156,0.17061055
534,436,0.32046005
534,624,0.16148123
534,621,0.33277905
534,460,0.25909424
534,886,0.39194757
534,108,0.20474032
534,591,0.28574377
534,298,0.20072865
534,459,0.39384195
534,739,0.17226225
534,704,0.070243575
534,647,0.1087479
534,855,0.37055308
534,143,0.23494262
534,178,0.07226305
534,819,0.32367006
534,571,0.3391369
534,352,0.13736773
534,857,0.33100954
534,330,0.19850302
534,428,0.26535377
534,895,0.38167238
534,927,0.3882051
534,889,0.36271232
534,790,0.20632342
534,685,0.28648245
534,769,0.26104867
534,380,0.18999857
534,526,0.29316133
534,318,0.2663873
534,348,0.45593533
534,80,0.29188398
534,856,0.19670263
534,680,0.21384458
534,729,0.19126034
534,195,0.3192007
534,900,0.30252635
534,774,0.24777274
534,938,0.261663
534,638,0.18431982
534,650,0.1807524
534,749,0.25394645
534,140,0.24407002
534,579,0.28185952
534,236,0.20608899
534,793,0.16519175
534,626,0.21912709
534,785,0.3281541
534,6,0.35332215
534,340,0.1683136
534,492,0.2975809
534,802,0.28977573
534,847,0.24159111
534,443,0.1810529
534,890,0.2032766
534,630,0.26038042
534,563,0.35387054
534,586,0.27674353
534,698,0.30045575
534,786,0.30106312
534,820,0.22568841
534,309,0.13130249
534,691,0.33318317
534,772,0.31133503
534,849,0.2512185
534,776,0.18785894
534,671,0.27174622
534,342,0.27734247
534,504,0.19106212
534,391,0.15739153
534,92,0.21808887
534,581,0.33464235
534,49,0.20242497
534,557,0.34529895
534,162,0.41362846
534,848,0.1397616
534,288,0.30462945
534,778,0.14980459
534,902,0.22310823
534,963,0.3531633
534,642,0.27824903
534,193,0.22468092
534,354,0.3327772
534,423,0.30509913
534,940,0.2412791
534,89,0.3460852
534,894,0.105681
534,606,0.2479202
534,395,0.20176542
534,674,0.22850493
534,53,0.27595425
534,668,0.0759115
534,822,0.21852186
534,450,0.12512569
479,175,0.16285612
479,1,0.13250005
479,95,0.03786085
479,400,0.11349076
479,379,0.1271385
479,156,0.17696427
479,436,0.13615508
479,624,0.11564367
479,621,0.31226784
479,460,0.20038477
479,886,0.26765418
479,108,0.1909985
479,591,0.19164804
479,298,0.14985469
479,459,0.21204567
479,739,0.14096867
479,704,0.02095579
479,647,0.18817309
479,855,0.29899508
479,143,0.20298702
479,178,-0.022263829
479,819,0.2101435
479,571,0.21473993
479,352,0.12244571
479,857,0.2970932
479,330,0.13141832
479,428,0.15367344
479,895,0.27144733
479,927,0.30015528
479,889,0.2777071
479,790,0.089442
479,685,0.24399021
479,769,0.17757636
479,380,0.583962
479,526,0.25501508
479,318,0.1812275
479,348,0.3301607
479,80,0.15965283
479,856,0.124972306
479,680,0.11031718
479,729,0.11170389
479,195,0.14711723
479,900,0.20178455
479,774,0.1614534
479,938,0.09473148
479,638,0.19138744
479,650,0.12923655
479,749,0.16201067
479,140,0.16102311
479,579,0.28200388
479,236,0.1844013
479,793,0.19774836
479,626,0.15694824
479,785,0.1944879
479,6,0.17219855
479,340,0.13197923
479,492,0.1590715
479,802,0.17998447
479,847,0.13548324
479,443,0.11303294
479,890,0.1362339
479,630,0.15267374
479,563,0.19754091
479,586,0.21772912
479,698,0.16181208
479,786,0.23526126
479,820,0.21498832
479,309,0.14422913
479,691,0.28939226
479,772,0.17958578
479,849,0.24608149
479,776,0.18620533
479,671,0.26286268
479,342,0.2972262
479,504,0.11941427
479,391,0.114179865
479,92,0.105954334
479,581,0.206742
479,49,0.20700485
479,557,0.23419935
479,162,0.30686477
479,848,0.10614155
479,288,0.16225983
479,778,0.09628603
479,902,0.33204314
479,963,0.17134547
479,642,0.18170795
479,193,0.13115658
479,354,0.23184112
479,423,0.21336088
479,940,0.16595387
479,89,0.25702685
479,894,0.009931566
479,606,0.21971288
479,395,0.1182079
479,674,0.16158776
479,53,0.20650485
479,668,0.042863764
479,822,0.09251464
479,450,0.102671005
977,175,0.43786183
